"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
demo_b_ethnic_s1_r1_e1,demo_b_s1_r1_e1,,checkbox,"What categories describe you? Select all that apply to you:","1, American Indian or Alaska Native-For example, Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Native Village of Barrow Iñupiat Traditional Government, Nome Eskimo Community | 2, Asian (for example: Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese) | 3, Black or African American (for example: Jamaican, Haitian, Nigerian, Ethiopian, Somalian) | 4, Hispanic, Latino/a/x or Spanish Origin (for example: Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Columbian) | 5, Middle Eastern or North African (for example: Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian) | 6, Native Hawaiian or Other Pacific Islander (for example: Native Hawaiian, Samoan, Chamorro, Tongan, Fijian, Marshallese) | 7, White (for example: German, Irish, English, Italian, Polish, French) | 8, Some other race, ethnicity, or origin (please specify) | 9, I prefer not to answer",,,,,,,y,,,,,
demo_b_othethnic_s1_r1_e1,demo_b_s1_r1_e1,,text,,,,,,,,"[demo_b_ethnic_s1_r1_e1(8)] = '1'",y,,,,,
demo_b_eng_s1_r1_e1,demo_b_s1_r1_e1,,yesno,"Besides English, do you speak any other languages?",,,,,,,,y,,,,,
demo_b_langs_s1_r1_e1,demo_b_s1_r1_e1,,text,"What language(s) other than English do you speak?",,,,,,,[demo_b_eng_s1_r1_e1]='1',y,,,,,
demo_b_langhis_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Which of the following best describes your language-learning history?","1, I learned English first and my other language(s) later. | 2, I learned my other language(s) first and English later. | 3, I learned English and my other languages at the same time. | 4, Other (please specify)",,,,,,[demo_b_eng_s1_r1_e1]='1',y,,,,,
demo_b_otherhis_s1_r1_e1,demo_b_s1_r1_e1,,text,,,,,,,,[demo_b_langhis_s1_r1_e1]='4',y,,,,,
demo_b_ageen_s1_r1_e1,demo_b_s1_r1_e1,,text,"How old were you when you learned English?",,,integer,1,,,[demo_b_langhis_s1_r1_e1]='2',y,,,,,
demo_b_profen_s1_r1_e1,demo_b_s1_r1_e1,,radio,"How would you rate your English language proficiency?","1, Native | 2, Advanced | 3, Intermediate | 4, Elementary | 5, Not proficient",,,,,,[demo_b_langhis_s1_r1_e1]='2',y,,,,,
demo_b_location_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Where do you live?","1, Midwest (Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, North Dakota, South Dakota, Wisconsin) | 2, Northeast (Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont) | 3, South (Arkansas, Alabama, Delaware, District of Columbia, Florida,  Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, Oklahoma, South Carolina, Tennessee, Texas, Virginia, West Virginia) | 4, West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nevada, New Mexico, Oregon, Utah, Washington, Wyoming) | 5, Puerto Rico or other U.S. territories | 6, Other (please specify)",,,,,,,y,,,,,
demo_b_otherloc_s1_r1_e1,demo_b_s1_r1_e1,,text,,,,,,,,"[demo_b_location_s1_r1_e1] = '6'",y,,,,,
demo_b_edu_s1_r1_e1,demo_b_s1_r1_e1,,checkbox,"Which category describes your education? Select all that apply to you:","1, Some high school | 2, High school diploma or equivalent | 3, Vocational training | 4, Some college | 5, Associate's degree (e.g., AA, AE, AFA, AS, ASN) | 6, Bachelor's degree (e.g., BA, BBA BFA, BS) | 7, Some post undergraduate work | 8, Master's degree (e.g., MA, MBA, MFA, MS, MSW) | 9, Specialist degree (e.g., EdS) | 10, Applied or professional doctorate degree (e.g., MD, DDC, DDS, JD, PharmD) | 11, Doctorate degree (e.g., EdD, PhD) | 12, Other (please specify)",,,,,,,y,,,,,
demo_b_othered_s1_r1_e1,demo_b_s1_r1_e1,,text,,,,,,,,"[demo_b_edu_s1_r1_e1(12)] = '1'",y,,,,,
demo_b_student_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Are you currently a student?","1, Yes, full-time | 2, Yes, part-time | 3, No",,,,,,,y,,,,,
demo_b_major_s1_r1_e1,demo_b_s1_r1_e1,,text,"What is your major?",,,,,,,"[demo_b_student_s1_r1_e1] = '2' or [demo_b_student_s1_r1_e1] = '1'",y,,,,,
demo_b_familiar_s1_r1_e1,demo_b_s1_r1_e1,,yesno,"Have you previously read about our work?",,,,,,,,y,,,,,
demo_b_employment_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Are you currently employed?","1, Yes, full-time | 2, Yes, part-time | 3, No",,,,,,,y,,,,,
demo_b_children_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Do you have biological, adopted, foster, or step children?","1, No | 2, No, but I am (or my partner is) pregnant or in the process of adopting | 3, Yes",,,,,,,y,,,,,
demo_b_kidages_s1_r1_e1,demo_b_s1_r1_e1,,text,"What are the ages of any children that live with you? If you prefer not to answer, write: ""prefer not to answer.""",,,,,,,"[demo_b_children_s1_r1_e1] = '3'",y,,,,,
demo_b_religion_s1_r1_e1,demo_b_s1_r1_e1,,text,"How do you describe your religion, spiritual practice, or existential worldview? If you prefer not to answer, write: ""prefer not to answer.""",,,,,,,,y,,,,,
demo_b_socclass_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Which social class group do you identify with?","1, Poor | 2, Working class | 3, Middle class | 4, Affluent",,,,,,,y,,,,,
demo_b_income_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Please check the category that tells us your approximate total family income for A YEAR. Consider all sources of income, including earnings, welfare cash assistance, child support alimonies, support from other members of your household who regularly contribute to your household, etc.","1, Less than $10,000 | 2, $10,001 to $15,000 | 3, $15,001 to $25,000 | 4, $25,001 to $50,000 | 5, $50,001 to $75,000 | 6, $75,001 to $100,000 | 7, $100,001 to $150,000 | 8, $150,00 to $200,000 | 9, more than $200,000.",,,,,,,y,,,,,
demo_b_sleep_s1_r1_e1,demo_b_s1_r1_e1,,text,"How many hours of sleep do you typically get in a night?",,,integer,0,24,,,y,,,,,
demo_b_exercise_s1_r1_e1,demo_b_s1_r1_e1,,radio,"How much do you exercise?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Every day",,,,,,,y,,,,,
demo_b_diet_s1_r1_e1,demo_b_s1_r1_e1,,radio,"How healthy is your diet?","1, Not very healthy | 2, A bit unhealthy | 3, Average | 4, A bit healthy | 5, Very healthy",,,,,,,y,,,,,
demo_b_caffeine_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Compared to most people, how much caffeine do you typically consume each day?","1, I do not regularly drink caffeine | 2, Much less than most people | 3, A little less than most people | 4, About the same as most people | 5, A little more than most people | 6, Much more than most people",,,,,,,y,,,,,
demo_b_takemeds_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Are you currently taking any medications?","1, Yes (please specify) | 2, No",,,,,,,y,,,,,
demo_b_meds_s1_r1_e1,demo_b_s1_r1_e1,,notes,"Please specify drug name, dosage, and how long you have been taking this medication at this dosage.",,,,,,,"[demo_b_takemeds_s1_r1_e1] = '1'",,,,,,
demo_b_neuro_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Have you currently/previously been diagnosed with a neurological disorder (epilepsy, Parkinson's, etc.)?","1, Yes (please specify) | 0, No",,,,,,,y,,,,,
demo_b_neurodis_s1_r1_e1,demo_b_s1_r1_e1,,notes,"Please specify which disorder(s):",,,,,,,[demo_b_neuro_s1_r1_e1]='1',y,,,,,
demo_b_diagnose_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Have you currently/previously been diagnosed with a mental health disorder (anxiety, depression, etc.)?","1, Yes (please specify) | 2, No | 3, I prefer not to answer",,,,,,,y,,,,,
demo_b_disorders_s1_r1_e1,demo_b_s1_r1_e1,,notes,"Please specify which disorder(s):",,,,,,,"[demo_b_diagnose_s1_r1_e1] = '1'",y,,,,,
demo_b_chronic_s1_r1_e1,demo_b_s1_r1_e1,,radio,"Do you have a long-lasting or chronic condition (physical, visual, auditory, cognitive or mental, emotional, or other) that substantially limits one or more of your major life activities (your ability to see, hear, or speak; to learn, remember, or concentrate; to move)?","1, Yes (please specify) | 2, No",,,,,,,y,,,,,
demo_b_conditions_s1_r1_e1,demo_b_s1_r1_e1,,notes,"Please specify which disorder(s):",,,,,,,"[demo_b_chronic_s1_r1_e1] = '1'",y,,,,,
demo_b_comdiskid_s1_r1_e1,demo_b_s1_r1_e1,"Have you ever been diagnosed with a communication disorder (e.g. stuttering, language disorders, dyslexia, voice disorders, articulation disorders, pragmatic disorders such as autism):",radio,"As a child?","1, Yes | 0, No",,,,,,,y,,,commdisorder,,
demo_b_comdisteen_s1_r1_e1,demo_b_s1_r1_e1,,radio,"As a teenager?","1, Yes | 0, No",,,,,,,y,,,commdisorder,,
demo_b_comdisad_s1_r1_e1,demo_b_s1_r1_e1,,radio,"As an adult?","1, Yes | 0, No",,,,,,,y,,,commdisorder,,
demo_b_diagchil_s1_r1_e1,demo_b_s1_r1_e1,,text,"What was the diagnosis when you were a child?",,,,,,,[demo_b_comdiskid_s1_r1_e1]='1',y,,,,,
demo_b_diagkidnow_s1_r1_e1,demo_b_s1_r1_e1,,yesno,"Does the diagnosis from when you were a child currently apply to you?",,,,,,,[demo_b_comdiskid_s1_r1_e1]='1',y,,,,,
demo_b_diagteen_s1_r1_e1,demo_b_s1_r1_e1,,text,"What was the diagnosis when you were a teenager?",,,,,,,[demo_b_comdisteen_s1_r1_e1]='1',y,,,,,
demo_b_diateennow_s1_r1_e1,demo_b_s1_r1_e1,,yesno,"Does the diagnosis from when you were a teenager currently apply to you?",,,,,,,[demo_b_comdisteen_s1_r1_e1]='1',y,,,,,
demo_b_diagad_s1_r1_e1,demo_b_s1_r1_e1,,text,"What was the diagnosis when you were an adult?",,,,,,,[demo_b_comdisad_s1_r1_e1]='1',y,,,,,
demo_b_diagadnow_s1_r1_e1,demo_b_s1_r1_e1,,yesno,"Does the diagnosis from when you were an adult currently apply to you?",,,,,,,[demo_b_comdisad_s1_r1_e1]='1',y,,,,,
covid_i1_sub1_s1_r1_e1,covid_s1_r1_e1,"For each of the following questions, please answer what has been true, on average, over the course of the one-year period immediately prior to the pandemic (March 1, 2019 - March 1, 2020)

How would you rate the quality of relationships and social interactions with:",radio,"Family or close friends?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,precovid_1,,
covid_i1_sub2_s1_r1_e1,covid_s1_r1_e1,,radio,"Classmates, coworkers, or other acquaintances?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,precovid_1,,
covid_i1_sub3_s1_r1_e1,covid_s1_r1_e1,,radio,"New people?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,precovid_1,,
covid_i2_s1_r1_e1,covid_s1_r1_e1,,radio,"Did you have the ability to engage in live audio/video streaming (via smartphone, computer, tablet, etc.) if you wanted to?","3, Yes, whenever I wanted to | 2, Yes, but sometimes this was not possible | 1, Yes, but access was very intermittent | 0, No",,,,,,,y,,,,,
covid_i3_sub1_s1_r1_e1,covid_s1_r1_e1,"If given the choice, between the following options, how did you prefer to interact with:",radio,"Family or close friends?","1, Via traditional letter writing or email | 2, Through social media (e.g., Facebook, Twitter, Instagram, TikTok, etc.) | 3, Via text messaging (via a messaging application on the phone or computer) | 4, Through voice calls (e.g., via phone or audio-only streaming device) | 5, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) | 6, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) but with my video turned off | 7, In person",,,,,,,y,,,precovid_2,,
covid_i3_sub2_s1_r1_e1,covid_s1_r1_e1,,radio,"Classmates, coworkers, or other acquaintances?","1, Via traditional letter writing or email | 2, Through social media (e.g., Facebook, Twitter, Instagram, TikTok, etc.) | 3, Via text messaging (via a messaging application on the phone or computer) | 4, Through voice calls (e.g., via phone or audio-only streaming device) | 5, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) | 6, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) but with my video turned off | 7, In person",,,,,,,y,,,precovid_2,,
covid_i3_sub3_s1_r1_e1,covid_s1_r1_e1,,radio,"New people?","1, Via traditional letter writing or email | 2, Through social media (e.g., Facebook, Twitter, Instagram, TikTok, etc.) | 3, Via text messaging (via a messaging application on the phone or computer) | 4, Through voice calls (e.g., via phone or audio-only streaming device) | 5, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) | 6, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) but with my video turned off | 7, In person",,,,,,,y,,,precovid_2,,
covid_i4_sub1_s1_r1_e1,covid_s1_r1_e1,"For each of the following questions, please answer what has been true, on average, over the course of the one-year period that started with the onset of the pandemic (March 1, 2020 - March 1, 2021)

How would you rate the quality of relationships and social interactions with:",radio,"Family or close friends?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,postcovid_1,,
covid_i4_sub2_s1_r1_e1,covid_s1_r1_e1,,radio,"Classmates, coworkers, or other acquaintances?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,postcovid_1,,
covid_i4_sub3_s1_r1_e1,covid_s1_r1_e1,,radio,"New people?","0, Poor | 1,  | 2,  | 3,  | 4,  | 5, Okay | 6,  | 7,  | 8,  | 9,  | 10, Very good",,,,,,,y,,,postcovid_1,,
covid_i5_s1_r1_e1,covid_s1_r1_e1,,radio,"Did you have the ability to engage in live audio/video streaming (via smartphone, computer, tablet, etc.) if you wanted to?","3, Yes, whenever I wanted to | 2, Yes, but sometimes this was not possible | 1, Yes, but access was very intermittent | 0, No",,,,,,,y,,,,,
covid_i6_sub1_s1_r1_e1,covid_s1_r1_e1,"If given the choice, between the following options, how did you prefer to interact with:",radio,"Family or close friends?","1, Via traditional letter writing or email | 2, Through social media (e.g., Facebook, Twitter, Instagram, TikTok, etc.) | 3, Via text messaging (via a messaging application on the phone or computer) | 4, Through voice calls (e.g., via phone or audio-only streaming device) | 5, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) | 6, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) but with my video turned off | 7, In person",,,,,,,y,,,postcovid_2,,
covid_i6_sub2_s1_r1_e1,covid_s1_r1_e1,,radio,"Classmates, coworkers, or other acquaintances?","1, Via traditional letter writing or email | 2, Through social media (e.g., Facebook, Twitter, Instagram, TikTok, etc.) | 3, Via text messaging (via a messaging application on the phone or computer) | 4, Through voice calls (e.g., via phone or audio-only streaming device) | 5, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) | 6, Via live audio/video streaming (e.g, via Zoom, Facetime, Skype, etc.) but with my video turned off | 7, In person",,,,,,,y,,,postcovid_2,,
